Region,id,Date,Chla,DO,E_cond,NH4,NO2,NO3,O_sat,PO4,Salinity,Secchi_depth,SiO4,T,TN,TP,pH
Sicilia,CGM1B,2017-07-31,0.04,210.83333333333334,61313.700000000004,0.41,0.11,2.46,107.73333333333333,0.01431590530500978,38.272866666666665,35.0,0.99,28.40256666666667,23.06,0.86,8.086333333333334
Sicilia,CGM1B,2017-09-30,0.05333333333333334,200.625,60484.56666666667,0.7,0.07,4.33,101.16666666666667,0.11,38.3862,35.0,0.64,27.540133333333333,24.03,0.19,8.122
Sicilia,CGM1B,2017-12-31,0.12666666666666668,256.6666666666667,48654.799999999996,0.25,0.0168155753449849,0.19,107.73333333333333,0.01798612066408412,38.013866666666665,,0.95,17.3098,10.72,0.02886690893613049,8.166666666666666
Sicilia,CGM1C,2015-07-31,0.10000000000000002,197.91666666666666,62827.0,5.26,0.006389039754862388,0.37,103.60000000000001,0.04109687685563199,38.07233333333333,33.0,0.81,29.971333333333334,7.14,0.01601489169092352,8.102333333333332
Sicilia,CGM1C,2015-09-30,0.05666666666666667,212.8125,59046.1,1.89,0.007194840557709946,0.1065268974699224,105.36666666666667,0.09,38.22043333333334,26.0,0.65,26.47866666666667,24.65,0.0720264298401306,8.027666666666667
Sicilia,CGM1C,2015-11-30,0.07,228.95833333333334,52545.23333333334,2.11,1.42,2.29,102.76666666666667,0.18,38.01036666666667,26.5,0.64,20.8994,11.85,0.27,8.149666666666667
Sicilia,CGM1C,2016-03-31,0.11,245.0,45651.4,0.43,0.04,0.1759527389932496,97.96666666666665,0.14,37.57306666666667,21.5,0.62,14.935666666666668,9.11,0.2,8.185
Sicilia,CGM1C,2016-05-31,0.05333333333333334,229.6875,51331.0,0.818,0.027,0.5357,101.89999999999999,0.005146562576674685,37.4451,21.0,0.666,20.418133333333333,4.1593,0.126,8.080666666666666
Sicilia,CGM1C,2017-01-31,0.15,240.83333333333334,45904.76666666666,0.63,0.07,0.78,96.86666666666667,0.1,37.4599,26.0,0.56,15.295866666666667,24.97,0.23,8.273666666666665
Sicilia,CGM1C,2017-03-31,0.15333333333333332,243.95833333333334,45523.5,0.29,0.07,0.24,97.46666666666665,0.14,37.4258,15.0,1.26,14.965966666666667,8.79,0.35,8.024000000000001
Sicilia,CGM1C,2017-05-31,0.05333333333333334,224.27083333333334,51868.03333333333,0.7,0.01891505949715843,0.39,100.39999999999999,0.08,37.41243333333333,40.0,2.02,20.951866666666664,11.68,0.13,8.104333333333335
Sicilia,CGM1C,2017-07-31,0.07,212.08333333333334,61346.0,0.63,0.09,3.13,108.46666666666665,0.01357288276698224,38.23246666666666,37.0,0.69,28.4806,29.92,1.06,8.071333333333333
Sicilia,CGM1C,2017-09-30,0.07,200.20833333333334,60070.93333333333,0.66,0.15,3.19,100.36666666666667,0.08,38.3744,35.0,0.7,27.192933333333333,20.7,0.03881753456752908,8.138666666666666
Sicilia,CGM1C,2017-12-31,0.14,251.14583333333334,48524.799999999996,0.78,0.002320267989183246,0.3,105.26666666666667,0.01006624063016526,37.967333333333336,,1.07,17.237733333333335,13.3,0.06341090898254893,8.124
Sicilia,COM1A,2015-07-31,0.10000000000000002,205.10416666666666,60166.333333333336,0.7,0.01835006195030058,0.1630901979560803,103.26666666666667,0.06,38.15566666666667,22.0,0.91,27.543000000000003,9.34,0.2,8.116333333333333
Sicilia,COM1A,2015-10-31,0.08,195.20833333333334,57691.666666666664,2.01,0.05,5.11,94.06666666666666,0.09,38.706966666666666,14.0,0.69,24.712633333333333,14.39,0.28,8.101333333333335
Sicilia,COM1A,2015-12-31,0.06,225.41666666666666,49666.700000000004,0.93,0.3,0.4,96.39999999999999,0.18,37.99893333333333,21.5,0.66,18.2662,15.08,0.22,8.237
Sicilia,COM1A,2016-02-29,0.06333333333333334,241.25,49222.23333333334,0.82,0.0009292734268896341,0.27,102.33333333333333,0.13,38.02233333333333,16.0,0.63,17.8287,4.01,0.14,8.101666666666667
Sicilia,COM1A,2016-04-30,0.30333333333333334,240.52083333333334,49340.299999999996,2.02,0.004134879704668565,0.01732905279667902,102.3,0.16,38.0132,15.0,0.3,17.948133333333335,4.56,0.18,8.100666666666667
Sicilia,COM1A,2016-05-31,0.06,234.375,51160.13333333333,0.748,0.01745728347582714,0.2288,102.06666666666666,0.02622696965807393,38.49386666666667,14.5,0.477,19.1061,3.4511,0.125,8.133333333333333
Sicilia,COM1A,2017-02-28,0.11,237.5,46755.56666666667,0.32,0.09,1.05,95.83333333333333,0.12,38.3857,19.0,0.71,15.1481,4.33,0.13,8.189333333333332
Sicilia,COM1A,2017-04-30,0.07333333333333335,232.39583333333334,47787.69999999999,0.65,0.12,4.85,96.23333333333333,0.08,37.90096666666667,29.0,0.87,16.617900000000002,28.3,0.21,8.068666666666667
Sicilia,COM1A,2017-05-31,0.06333333333333334,222.39583333333334,52681.70000000001,0.67,0.005509604015467808,0.1780554406850827,99.46666666666665,0.08,38.426066666666664,23.0,1.58,20.5622,12.2,0.18,8.124
Sicilia,COM1A,2017-07-31,0.06,200.3125,58229.93333333333,1.01,0.12,1.02,98.03333333333335,0.03420549213203401,38.193466666666666,21.0,0.56,25.790833333333335,21.3,0.72,8.096666666666666
Sicilia,COM1A,2017-10-31,0.08666666666666667,197.8125,57690.36666666667,2.2,0.01996874386233906,0.1670703708319024,95.3,0.12,38.70923333333334,17.0,0.54,24.708266666666663,6.47,0.21,7.906666666666666
Sicilia,COM1A,2017-11-30,0.07,216.97916666666666,50233.4,0.27,0.008663715102737586,1.11,93.73333333333333,0.02962169294237254,37.971466666666664,,1.15,18.820333333333334,17.07,0.02263012527292708,8.152
Sicilia,COM1B,2015-07-31,0.10000000000000002,196.5625,60654.666666666664,3.39,0.05,0.1262157742292706,99.53333333333335,0.04937047976538642,38.287,29.0,0.88,27.810000000000002,7.11,0.03401693833849635,8.110333333333333
Sicilia,COM1B,2015-10-31,0.07333333333333335,204.0625,57459.0,1.47,0.08,0.84,97.93333333333334,0.15,38.718466666666664,13.0,1.18,24.494733333333333,8.66,0.27,8.105
Sicilia,COM1B,2015-12-31,0.08,226.875,49996.53333333333,1.04,0.1,0.33,97.46666666666665,0.16,38.0895,22.5,0.55,18.473966666666666,13.82,0.22,8.241999999999999
Sicilia,COM1B,2016-02-29,0.14,238.85416666666666,49328.166666666664,0.38,0.02,0.25,101.56666666666666,0.09,37.9863,13.0,0.78,17.965666666666667,2.33,0.0295264922229337,8.112
Sicilia,COM1B,2016-04-30,0.07333333333333335,240.0,49369.5,1.41,0.01164579208935675,0.005357059908408491,102.10000000000001,0.09,38.0058,15.5,0.67,17.98306666666667,2.51,0.02562515884586736,8.104
Sicilia,COM1B,2016-05-31,0.05000000000000001,231.14583333333334,48656.799999999996,0.992,0.029,0.2629,101.46666666666665,0.04253419884571793,37.85033333333333,30.5,0.923,17.485699999999998,1.8262,0.07295848829525241,8.126333333333333
Sicilia,COM1B,2017-02-28,0.14,239.16666666666666,46854.46666666667,1.27,0.08,1.16,96.53333333333335,0.17,38.44336666666666,17.0,0.47,15.182133333333333,14.41,0.23,8.195
Sicilia,COM1B,2017-04-30,0.04,229.47916666666666,48207.46666666667,0.66,0.1,10.39,95.53333333333335,0.13,38.048633333333335,17.0,0.83,16.855533333333334,40.29,0.14,8.147
Sicilia,COM1B,2017-05-31,0.03,226.77083333333334,51335.299999999996,0.64,0.02856294637101426,0.0213677337223466,99.66666666666667,0.04490980949301152,38.10660000000001,22.0,1.86,19.686899999999998,22.19,0.0818408738361559,8.114333333333333
Sicilia,COM1B,2017-07-31,0.06,201.14583333333334,57654.03333333333,0.42,0.13,0.9,97.7,0.002576226818521132,38.10626666666666,31.0,0.99,25.38423333333333,25.85,0.76,8.097333333333333
Sicilia,COM1B,2017-10-31,0.05000000000000001,201.45833333333334,57458.86666666667,1.42,0.01830107338491605,0.1977243997679136,98.63333333333333,0.12,38.716633333333334,19.0,0.84,24.496199999999998,3.78,0.01196170104427344,7.897666666666666
Sicilia,COM1B,2017-11-30,0.07,217.8125,50013.0,0.22,0.01404506766004092,0.65,93.7,0.04140765789023119,37.95726666666667,,1.12,18.6319,12.53,0.01380546105480285,8.148
Sicilia,COM1C,2015-07-31,0.10000000000000002,154.86487423333332,60531.666666666664,3.18,0.05,0.3,100.03333333333335,0.04633707510813651,38.174,26.0,0.92,27.840999999999998,6.36,0.014703599139375,8.112
Sicilia,COM1C,2015-10-31,0.04,209.16666666666666,57802.73333333334,2.76,0.05,1.49,100.96666666666665,0.08,38.63113333333333,21.0,0.56,24.8704,20.64,0.23,7.900666666666666
Sicilia,COM1C,2015-12-31,0.04,233.75,48408.0,1.5,0.16,0.76,97.56666666666666,0.18,37.96583333333333,19.5,0.92,17.010833333333334,18.11,0.24,8.242333333333335
Sicilia,COM1C,2016-02-29,0.05333333333333334,239.58333333333334,49133.13333333333,0.02283340933562906,0.003307501749490641,0.06,101.46666666666665,0.15,37.97976666666667,14.0,0.81,17.791466666666665,2.88,0.17,8.113666666666667
Sicilia,COM1C,2016-04-30,0.06666666666666667,238.95833333333334,49018.799999999996,1.64,0.02577039134415609,0.02344616380212681,101.06666666666666,0.09,37.95513333333333,12.5,0.72,17.711433333333332,2.88,0.03807243834805199,8.115333333333334
Sicilia,COM1C,2016-05-31,0.04,231.14583333333334,49254.13333333333,1.172,0.177,0.6897,98.13333333333333,0.03225407157043327,37.994,22.5,0.997,17.88853333333333,4.562,0.175,8.135666666666667
Sicilia,COM1C,2017-02-28,0.10666666666666667,234.0625,46952.13333333333,0.32,0.08,1.28,95.13333333333333,0.12,38.12416666666667,16.0,1.03,15.600299999999999,7.94,0.25,8.182
Sicilia,COM1C,2017-04-30,0.06,232.60416666666666,47528.9,0.73,0.13,0.4,96.03333333333335,0.09,37.775933333333334,30.0,0.8,16.5063,20.93,0.23,8.164666666666667
Sicilia,COM1C,2017-05-31,0.05000000000000001,230.83333333333334,50444.6,0.67,0.009010851043243244,1.45,100.53333333333335,0.14,37.646366666666665,29.0,1.77,19.37163333333333,2.42,0.2,8.041333333333334
Sicilia,COM1C,2017-07-31,0.06,214.27083333333334,54801.53333333333,2.12,0.18,1.64,100.16666666666667,0.37,37.694433333333336,33.0,1.06,23.310999999999996,22.89,0.93,8.101666666666667
Sicilia,COM1C,2017-10-31,0.043333333333333335,211.35416666666666,57753.9,1.87,0.0006525696690923499,0.09863492916546962,102.43333333333334,0.12,38.6303,29.0,0.88,24.855800000000002,8.29,0.25,7.898666666666667
Sicilia,COM1C,2017-11-30,0.08,216.5625,49978.4,0.19,0.01962051753027016,0.24,93.23333333333333,0.008105764986825836,37.893566666666665,,1.36,18.66893333333333,9.7,0.03097232033865225,8.150666666666666
Sicilia,ICM1A,2015-08-31,0.10000000000000002,206.35416666666666,61536.666666666664,4.18,0.01904251235718794,0.54,105.23333333333333,0.12,38.641333333333336,24.0,0.86,28.144666666666666,48.3,0.2,8.172666666666666
Sicilia,ICM1A,2015-10-31,0.14333333333333334,201.25,57728.93333333333,2.47,0.07,0.88,97.39999999999999,0.12,38.4103,14.0,1.08,25.0692,10.75,0.26,8.166333333333332
Sicilia,ICM1A,2015-12-31,0.14666666666666667,226.66666666666666,49827.96666666667,2.03,0.13,0.83,96.5,0.05,38.4904,19.0,1.49,17.891133333333332,18.84,0.16,8.186
Sicilia,ICM1A,2016-02-29,0.7266666666666666,257.5,47189.700000000004,1.12,0.05,2.36,105.13333333333333,0.21,38.099133333333334,14.0,1.13,15.7418,3.65,0.4,8.121666666666668
Sicilia,ICM1A,2016-04-30,0.22999999999999998,266.1458333333333,47221.4,0.84,0.05,1.34,108.23333333333333,0.12,38.40923333333333,15.5,0.91,15.5601,8.92,0.19,8.145666666666665
Sicilia,ICM1A,2016-05-31,0.07,242.29166666666666,51261.1,0.766,0.038,0.4169,106.0,0.04863195314605041,38.34523333333333,18.0,0.944,19.358833333333333,4.567,0.06501254744330673,8.103666666666667
Sicilia,ICM1A,2016-10-31,0.10000000000000002,176.5625,57901.23333333334,3.9,0.17,6.44,85.46666666666665,0.19,38.588166666666666,20.5,0.5,25.0351,16.22,0.45,8.187333333333333
Sicilia,ICM1A,2017-02-28,0.43333333333333335,243.125,46697.76666666666,0.82,0.09,2.06,98.03333333333335,0.1,38.35413333333333,34.0,1.34,15.125933333333334,3.58,0.28,8.207666666666666
Sicilia,ICM1A,2017-04-30,0.043333333333333335,225.20833333333334,52060.76666666666,0.7,0.07,,99.76666666666667,0.11,38.384033333333335,11.0,0.41,20.045166666666667,25.2,0.15,8.169333333333334
Sicilia,ICM1A,2017-05-31,0.01,218.64583333333334,52757.4,3.14,0.05,2.62,97.8,0.06,38.494366666666664,25.0,1.42,20.555766666666667,9.41,0.19,8.144333333333334
Sicilia,ICM1A,2017-07-31,0.10000000000000002,228.33333333333334,58948.333333333336,0.94,0.15,1.09,112.8,0.02449653017387837,38.27066666666666,19.0,1.71,26.332566666666665,20.17,0.71,8.052999999999999
Sicilia,ICM1A,2017-10-31,0.26666666666666666,199.58333333333334,57728.26666666667,1.23,0.05,1.12,96.7,0.12,38.3697,26.0,1.03,25.13853333333333,9.28,0.23,8.090333333333334
Sicilia,ICM1A,2017-11-30,0.10000000000000002,246.77083333333334,50282.06666666667,1.39,0.0125627386727401,5.57,106.59999999999998,0.08,38.02956666666667,,1.07,18.802266666666668,18.31,0.12,8.158666666666667
Sicilia,ICM1B,2015-08-31,0.10000000000000002,205.9375,61748.333333333336,14.12,0.01730412966331292,2.36,105.26666666666667,0.09,38.645,20.0,1.18,28.322999999999997,41.96,0.16,8.171666666666667
Sicilia,ICM1B,2015-10-31,0.15,199.0625,58443.06666666667,3.95,0.06,1.04,97.06666666666666,0.11,38.592866666666666,17.0,1.14,25.465833333333332,15.42,0.21,8.152333333333333
Sicilia,ICM1B,2015-12-31,0.14333333333333334,224.79166666666666,49971.23333333334,1.83,0.1,0.6,95.96666666666665,0.14,38.469,15.0,1.14,18.0454,11.59,0.19,8.182666666666668
Sicilia,ICM1B,2016-02-29,1.3299999999999998,263.8541666666667,47290.13333333333,0.82,0.03,2.11,107.43333333333334,0.16,38.45093333333333,12.0,1.72,15.581866666666665,3.48,0.41,7.944
Sicilia,ICM1B,2016-04-30,0.7199999999999999,269.2708333333333,47545.1,1.63,0.02288520550071676,0.27,110.06666666666666,0.13,38.47623333333333,13.5,0.39,15.793733333333334,8.79,0.18,8.122333333333332
Sicilia,ICM1B,2016-05-31,0.10666666666666667,246.45833333333334,50734.43333333333,0.7,0.004882368605428112,0.2585,106.93333333333332,0.04199703546685461,38.26753333333333,18.0,0.642,18.960933333333333,4.7062,0.123,8.106
Sicilia,ICM1B,2016-10-31,0.07333333333333335,173.125,58520.700000000004,1.43,0.05,0.83,84.3,0.22,38.80793333333333,27.0,0.83,25.322166666666664,10.12,0.26,8.153333333333334
Sicilia,ICM1B,2017-02-28,0.42,250.625,46591.26666666666,0.9,0.1,2.18,100.93333333333332,0.1,38.29933333333333,36.0,1.42,15.081566666666667,8.59,0.25,8.158666666666667
Sicilia,ICM1B,2017-04-30,0.05000000000000001,222.70833333333334,50635.833333333336,0.67,0.13,30.34,98.03333333333335,0.1,37.172133333333335,15.0,0.25,20.081633333333333,31.21,0.16,8.061333333333332
Sicilia,ICM1B,2017-05-31,0.07,219.58333333333334,52741.533333333326,1.87,0.01546474900005298,1.11,98.23333333333333,0.06,38.478,24.0,0.95,20.55943333333333,13.29,0.09537841762069026,8.150333333333334
Sicilia,ICM1B,2017-07-31,0.06,222.91666666666666,59125.6,1.09,0.13,1.39,110.60000000000001,0.0341924260416374,38.1393,26.0,0.51,26.646933333333333,24.73,0.98,8.062666666666667
Sicilia,ICM1B,2017-10-31,0.14,198.33333333333334,58251.43333333333,2.25,0.00619831773674263,0.35,96.5,0.11,38.594966666666664,41.0,0.93,25.334500000000002,14.24,0.19,8.153333333333334
Sicilia,ICM1B,2017-11-30,0.12,245.625,50119.56666666667,1.16,0.020722724712411,1.99,105.8,0.1,38.03413333333333,,0.78,18.647266666666667,14.83,0.12,8.133333333333333
Sicilia,ICM1C,2015-08-31,0.10000000000000002,205.72916666666666,61219.666666666664,2.09,0.02026607680247465,1.36,104.53333333333335,0.004120696496719922,38.61366666666667,21.0,1.21,27.903666666666666,19.93,0.068220922363236,8.16
Sicilia,ICM1C,2015-10-31,0.06,200.3125,58594.23333333334,5.26,0.15,0.85,97.60000000000001,0.19,38.71843333333333,26.0,1.13,25.318966666666668,17.38,0.36,8.158
Sicilia,ICM1C,2015-12-31,0.10000000000000002,226.5625,49698.63333333333,1.69,0.11,0.34,96.7,0.19,38.5071,20.0,0.91,17.98613333333333,12.1,0.2,8.188666666666668
Sicilia,ICM1C,2016-02-29,1.31,270.1041666666667,47684.76666666666,0.1383947519547965,0.01509595724502866,0.34,110.60000000000001,0.15,38.540333333333336,15.0,0.58,15.858066666666666,1.421739660328538,0.32,8.149333333333333
Sicilia,ICM1C,2016-04-30,1.6933333333333334,270.9375,48379.4,1.3,0.02163597889456387,1.62,112.36666666666667,0.14,38.5357,15.5,0.38,16.507466666666666,7.32,0.16,8.125666666666666
Sicilia,ICM1C,2016-05-31,0.06,247.5,50787.4,0.998,0.02140340205122921,0.3916,107.43333333333334,0.002743730815944129,38.285833333333336,23.5,0.482,18.989633333333334,2.4588,0.207,8.113
Sicilia,ICM1C,2016-10-31,0.06333333333333334,172.08333333333334,58492.93333333334,0.52,0.04,1.09,83.73333333333333,0.24,38.8478,29.0,1.12,25.251333333333335,14.95,0.37,8.158333333333333
Sicilia,ICM1C,2017-02-28,0.13,246.77083333333334,46606.0,0.32,0.1,1.35,99.39999999999999,0.2,38.30083333333334,19.0,1.22,15.093866666666665,10.82,0.24,8.184333333333333
Sicilia,ICM1C,2017-04-30,0.03,226.5625,51885.93333333333,0.66,0.12,9.46,100.03333333333335,0.14,38.39853333333334,22.0,0.23,19.8706,14.46,0.16,8.131333333333332
Sicilia,ICM1C,2017-05-31,0.07333333333333335,220.625,52481.200000000004,0.9,0.006062652839184014,1.27,98.33333333333333,0.07,38.43663333333333,21.0,1.12,20.3692,22.2,0.28,8.150333333333334
Sicilia,ICM1C,2017-07-31,0.05333333333333334,229.58333333333334,59220.666666666664,1.17,0.14,0.74,113.66666666666667,0.01382395005818647,38.36716666666666,24.0,0.65,26.456333333333333,25.04,0.87,8.096666666666666
Sicilia,ICM1C,2017-10-31,0.07,199.89583333333334,57936.799999999996,1.42,0.0191450207613774,1.73,96.73333333333333,0.15,38.698433333333334,29.0,0.46,24.937366666666666,6.45,0.21,8.098999999999998
Sicilia,ICM1C,2017-11-30,0.09000000000000001,237.91666666666666,50337.06666666667,1.12,0.0101743355319499,1.51,102.86666666666667,0.17,37.990633333333335,,1.06,18.895266666666668,49.16,0.27,8.140333333333333
Sicilia,IEM1A,2015-07-31,0.10000000000000002,226.77083333333334,58379.666666666664,1.87,0.04,0.53,111.86666666666667,0.01414915080970037,37.775,18.5,1.14,26.427666666666667,10.0,0.11,8.113666666666667
Sicilia,IEM1A,2015-09-30,0.08,155.3125,56595.93333333333,3.12,0.06,10.12,74.23333333333333,0.007636326701697166,38.1282,18.5,0.87,24.416633333333333,16.7,0.004665427037876791,8.157666666666666
Sicilia,IEM1A,2015-12-31,0.14,213.33333333333334,48932.76666666667,1.67,0.11,0.53,90.2,0.18,37.887233333333334,13.0,1.39,17.703833333333332,12.82,0.22,8.215666666666666
Sicilia,IEM1A,2016-03-31,1.6066666666666667,253.22916666666666,45333.26666666667,0.37,0.04,0.33,96.5,0.18,37.6595,18.5,0.68,14.674266666666668,8.92,0.22,8.126666666666667
Sicilia,IEM1A,2016-06-30,0.06,246.35416666666666,51653.43333333333,0.886,0.077,0.2948,109.53333333333335,0.118,37.61343333333333,18.5,1.013,20.526633333333333,2.9264,0.188,8.085
Sicilia,IEM1A,2017-02-28,0.14,232.60416666666666,45536.03333333333,0.31,0.08,1.18,92.89999999999999,0.09,37.49956666666667,14.5,1.05,14.901366666666666,1.67,0.11,8.190666666666667
Sicilia,IEM1A,2017-03-31,0.1366666666666667,242.29166666666666,45557.13333333333,0.26,0.13,0.038996112142403,96.60000000000001,0.14,37.60066666666666,16.0,1.2,14.816966666666668,4.47,0.26,8.596
Sicilia,IEM1A,2017-05-31,0.13,234.0625,49246.06666666667,0.76,0.07,0.37,99.7,0.05,37.73493333333334,18.5,1.98,18.159966666666666,13.06,0.05723328914601974,8.195333333333332
Sicilia,IEM1A,2017-07-31,0.06,237.70833333333334,53331.200000000004,0.46,0.12,1.04,108.23333333333333,0.07,37.8917,18.5,0.6,21.748933333333337,30.11,0.79,8.094666666666667
Sicilia,IEM1A,2017-09-30,0.07,158.85416666666666,56053.46666666667,1.32,0.05,5.28,75.3,0.15,38.0737,18.0,0.78,23.995333333333335,9.5,0.2,8.176333333333334
Sicilia,IEM1A,2017-12-31,0.24666666666666667,265.625,46255.9,0.1448684211995651,0.13,0.24,106.56666666666666,0.01345018913248362,38.11246666666667,,1.17,14.955966666666667,10.09,0.06885817143636344,8.008000000000001
Sicilia,IEM1B,2015-07-31,0.10000000000000002,226.5625,57447.666666666664,3.34,0.002718035344331732,0.89,110.73333333333333,0.01299389319305116,37.491,27.0,0.96,25.939666666666668,9.39,0.05972092600198914,8.130333333333333
Sicilia,IEM1B,2015-09-30,0.07,168.54166666666666,56912.966666666674,1.88,0.07,23.0,80.86666666666666,0.04072595312662682,38.18963333333333,26.0,1.02,24.627133333333333,25.0,0.06501076887054918,8.165999999999999
Sicilia,IEM1B,2015-12-31,0.12666666666666668,218.75,49459.166666666664,1.55,0.06,0.38,92.96666666666665,0.11,37.82606666666666,17.0,0.58,17.980366666666665,11.2,0.22,8.232666666666667
Sicilia,IEM1B,2016-03-31,0.18000000000000002,241.35416666666666,45960.700000000004,0.1235604223822047,0.04,0.151893191031721,96.96666666666665,0.17,37.6396,21.0,0.59,15.162033333333333,6.79,0.17,8.182666666666668
Sicilia,IEM1B,2016-06-30,0.06,242.91666666666666,51772.5,0.97,0.026,0.4642,108.3,0.076,37.59966666666667,27.5,0.984,20.651833333333332,2.9021,0.05374044878713111,8.087
Sicilia,IEM1B,2017-02-28,0.15,240.72916666666666,45514.03333333333,0.61,0.06,0.51,96.40000000000002,0.18,37.25833333333333,17.0,1.04,15.131633333333333,4.18,0.19,8.200333333333333
Sicilia,IEM1B,2017-03-31,0.09000000000000001,249.27083333333334,45374.26666666666,0.25,0.14,1.03,99.46666666666665,0.14,37.32993333333334,18.0,1.14,14.922400000000001,8.57,0.36,8.609666666666667
Sicilia,IEM1B,2017-05-31,0.10333333333333333,227.29166666666666,49634.36666666667,1.23,0.06,2.59,97.7,0.06,37.584966666666666,23.0,2.2,18.685466666666667,8.5,0.03183721034122371,8.161333333333333
Sicilia,IEM1B,2017-07-31,0.06333333333333334,225.0,54249.200000000004,0.61,0.1,0.62,103.89999999999999,0.01963464399684407,37.9358,18.0,0.64,22.531533333333332,22.89,0.87,8.131666666666666
Sicilia,IEM1B,2017-09-30,0.07666666666666667,173.4375,56758.36666666667,0.75,0.06,1.2,83.03333333333333,0.12,38.147166666666664,32.0,1.12,24.539066666666667,4.97,0.23,8.194666666666667
Sicilia,IEM1B,2017-12-31,0.17666666666666667,291.25,46374.56666666667,0.02734523873143751,0.14,0.59,117.13333333333333,0.03555617139059013,38.10123333333333,,1.0,15.079533333333336,9.82,0.03560987910632494,8.114333333333333
Sicilia,IEM1C,2015-07-31,0.10000000000000002,196.5625,61220.0,8.25,0.02513128137450584,0.73,100.76666666666667,0.01223804712276873,37.94233333333333,28.0,0.95,28.730999999999998,16.68,0.08397273768368997,8.047333333333333
Sicilia,IEM1C,2015-09-30,0.04,178.95833333333334,55541.53333333333,1.5,0.07,2.63,84.2,0.02580396506662784,38.06356666666667,24.0,0.99,23.548833333333334,26.31,0.008183021009966485,8.169333333333332
Sicilia,IEM1C,2015-12-31,0.17666666666666667,219.58333333333334,49184.46666666667,1.75,0.08,0.68,93.3,0.2,37.83246666666667,22.0,1.03,17.997233333333334,8.87,0.23,8.225
Sicilia,IEM1C,2016-03-31,0.34,250.52083333333334,45925.03333333333,0.1276746605366353,0.04,0.04227832735769388,96.16666666666667,0.14,37.505599999999994,25.5,0.62,15.280833333333334,12.15,0.22,8.126666666666667
Sicilia,IEM1C,2016-06-30,0.04,227.29166666666666,53010.86666666667,3.918,0.086,0.9812,103.63333333333333,0.148,37.47773333333333,34.5,0.853,21.929000000000002,6.546,0.193,8.069333333333333
Sicilia,IEM1C,2017-02-28,0.13,243.4375,45318.43333333333,0.72,0.05,0.39,97.7,0.11,36.867,18.0,0.63,15.3556,1.46,0.21,8.207666666666666
Sicilia,IEM1C,2017-03-31,0.11,246.66666666666666,45516.96666666667,0.2,0.1,0.37,98.53333333333335,0.1,37.43546666666666,20.0,1.1,14.949666666666666,15.28,0.3,8.609
Sicilia,IEM1C,2017-05-31,0.08,217.60416666666666,51083.13333333333,0.76,0.02436212853382853,1.63,95.66666666666667,0.08,37.72376666666667,28.0,2.17,19.877133333333333,11.23,0.1,8.158666666666667
Sicilia,IEM1C,2017-07-31,0.04,222.39583333333334,54569.13333333334,1.2,0.15,2.07,103.23333333333333,0.06,37.958333333333336,20.0,0.76,22.794966666666667,27.27,1.01,8.093333333333334
Sicilia,IEM1C,2017-09-30,0.08,180.72916666666666,55447.166666666664,1.8,0.08,1.45,84.96666666666667,0.004047590463889039,38.0464,38.0,0.89,23.48336666666667,17.42,0.09023389341639067,8.170333333333334
Sicilia,IEM1C,2017-12-31,0.3666666666666667,290.1041666666667,46528.63333333333,0.4,0.1,0.75,117.0,0.08,38.075266666666664,,1.29,15.251666666666665,11.74,0.09560012761530096,8.159666666666666
Sicilia,PLM1A,2015-08-31,0.10000000000000002,198.85416666666666,62137.666666666664,1.43,0.008533672430117746,0.24,102.06666666666666,0.0125369380877113,38.76566666666667,25.0,1.26,28.512,5.46,0.0762395070725041,8.157
Sicilia,PLM1A,2015-10-31,0.06666666666666667,203.02083333333334,58213.200000000004,1.9,0.14,0.57,98.63333333333333,0.18,38.63713333333333,27.5,1.21,25.217866666666666,17.81,0.49,8.143666666666666
Sicilia,PLM1A,2015-12-31,0.3033333333333333,224.58333333333334,49987.03333333333,1.93,0.1,0.45,95.93333333333334,0.2,38.477866666666664,17.0,1.0,18.050466666666665,13.74,0.22,8.172333333333333
Sicilia,PLM1A,2016-02-29,0.09000000000000001,238.54166666666666,48406.666666666664,0.76,0.07,1.09,99.39999999999999,0.14,38.205866666666665,24.0,1.1,16.876266666666666,5.7,0.38,8.125333333333332
Sicilia,PLM1A,2016-04-30,1.62,237.91666666666666,48601.53333333333,2.09,0.004517359444708806,0.1540934702053685,99.39999999999999,0.11,38.324099999999994,22.0,0.25,16.933633333333333,7.72,0.2,8.140333333333333
Sicilia,PLM1A,2016-05-31,0.04,225.9375,51628.36666666667,9.674,0.187,2.1285,99.33333333333333,0.01673256216092026,38.37563333333333,16.5,0.292,19.661066666666667,3.928,0.182,8.118666666666668
Sicilia,PLM1A,2016-10-31,0.06,179.16666666666666,57554.06666666667,1.13,0.06,2.66,86.39999999999999,0.27,38.449600000000004,24.0,0.57,24.891000000000002,6.13,0.29,8.317
Sicilia,PLM1A,2017-02-28,0.18000000000000002,238.22916666666666,46897.36666666667,0.62,0.11,1.46,96.56666666666666,0.11,38.20936666666666,12.0,1.44,15.461233333333334,10.55,0.21,8.185666666666668
Sicilia,PLM1A,2017-04-30,0.06,237.70833333333334,48176.6,0.65,0.09,0.98,98.33333333333333,0.13,38.4511,13.0,0.2,16.407133333333334,18.04,0.26,8.201666666666666
